SÄMIKIELÂ UUCÂMSÄÄNI	SUOMI	SAAMEN_HAK	SUOMEN_HAK		SAAMEN_YHD	SUOMEN_YHD	SAAMEN_TAI	SUOMEN_HA2	SUOMEN_J_L	
jiegâvaaRâ  -vaarâ     	hengenvaara  	jiegâ	hengen		vaaRâ	vaara	-vaarâ			
jieg'gâ  jiegâ     	henki  	jieg'gâ	henki				jiegâ			
jieg'gâpeelijn       	henkihieverissä  	jieg'gâ	henki		peelijn	hieverissä				
jieg'gârikos  -rikkos~-rikkoos     	henkirikos  	jieg'gâ	henki		rikos	rikos	-rikkos~-rikkoos			
jieg'gâtáhádâs       	henkivakuutus  	jieg'gâ	henki		táhádâs	vakuutus				
jieg'gâtoorijn       	henkitoreissa  	jieg'gâ	henki		toorijn	toreissa				
jieg'gâvahtâ  -vaavtâ     	henkivartija  	jieg'gâ	henki		vahtâ	vartija	-vaavtâ			
jieg'gi  jiegi     	jänkä  	jieg'gi	jänkä				jiegi			
jieg'gi  jiegi     	suo  	jieg'gi	suo				jiegi			
jieggilum       	soistuminen  	jieggilum	soistuminen							
jieggilumvyeVih       	soistumistavat  	jieggilum	soistumis		vyeVih	tavat				
jieg'ginjuolâs  -njuollâs     	suohorsma  Epilobium palustris	jieg'gi	suo		njuolâs	horsma	-njuollâs		Epilobium palustris	
jie'h       	et  	jie'h	et							
jieh'hee       	jiekiö  	jieh'hee	jiekiö							
jieh'hee       	nahankaavin  	jieh'hee	nahan			kaavin				
jieh'hee       	läpäisemätön  (esim. vettä t. tuulta)	jieh'hee	läpäisemätön						(esim. vettä t. tuulta)	
jieh'hee       	näskäin  	jieh'hee	näskäin							
jiehiđ  jiähá     	olla ilmatiivis  	jiehiđ	olla 			ilmatiivis	jiähá			
jiehiđ  jiähá     	pitää vettä  	jiehiđ	pitää 			vettä	jiähá			
jieh't       	eilen  	jieh't	eilen							
jieh'tinâš       	eilispäivänä  	jieh'tinâš	eilis			päivänä				
jiei'jâs       	itsensä  	jiei'jâs	itsensä							
jiei'jâs šalligâššâm       	itsesääli  	jiei'jâs 	itse		šalligâššâm	sääli				
jieLâ  jielâ     	veto  (esim. ikkunan raosta puhaltava)	jieLâ	veto				jielâ		(esim. ikkunan raosta puhaltava)	
jieLâ  jielâ     	tuulenhenki  	jieLâ	tuulen			henki	jielâ			
jieLâ  jielâ     	tuulenvire  	jieLâ	tuulen			vire	jielâ			
jie'lâhistemnommâ  -noomâ     	lempinimi  	jie'lâhistem	lempi		nommâ	nimi	-noomâ			
jiellâh       	lellikki  	jiellâh	lellikki							
jiellâh       	lemmikki  	jiellâh	lemmikki							
jiellâh       	silmäterä  	jiellâh	silmä			terä				
jiellâh       	suosikki  	jiellâh	suosikki							
jiellâhistee       	hellyttävä  	jiellâhistee	hellyttävä							
jiellâhistiđ  jiellâhistám     	helliä  	jiellâhistiđ	helliä				jiellâhistám			
jiellâhnommâ  -noomâ     	lempinimi  	jiellâh	lempi		nommâ	nimi	-noomâ			
jiel'ttâ  jieltâ     	märkärakkula  	jiel'ttâ	märkä			rakkula	jieltâ			
jiel'ttâ  jieltâ     	verirakkula  	jiel'ttâ	veri			rakkula	jieltâ			
jiel'ttâđ  jiäl'ttá     	tulla märkärakkulaiseksi  	jiel'ttâđ	tulla 			märkärakkulaiseksi	jiäl'ttá			
jie'm       	en  	jie'm	en							
jieNâ  jienâ     	ääni  	jieNâ	ääni				jienâ			
jie'Nâaledeijee       	äänenvahvistin  	jie'Nâ	äänen		aledeijee	vahvistin				
jie'Nâdâh  jie'Nâduv     	äänne  	jie'Nâdâh	äänne				jie'Nâduv			
jie'Nâdâh  jie'Nâduv     	äänne  	jie'Nâdâh	äänne				jie'Nâduv			
jie'Nâdâhnubástus       	äänteenmuutos  	jie'Nâdâh	äänteen		nubástus	muutos				
jie'Nâdâhoppâ  -oopâ     	äänneoppi  	jie'Nâdâh	äänne		oppâ	oppi	-oopâ			
jie'Nâdem       	ääntäminen  	jie'Nâdem	ääntäminen							
jie'Nâdiđ  jiennâd     	äännähtää  	jie'Nâdiđ	äännähtää				jiennâd			
jie'Nâdiđ  jiennâd     	ääntää  	jie'Nâdiđ	ääntää				jiennâd			
jienâi       	kovalla äänellä  	jienâi	kovalla 			äänellä				
jie'Nâkaahvâl       	äänirauta  	jie'Nâ	ääni		kaahvâl	rauta				
jie'Nâkorâsmittee       	äänenvahvistin  	jie'Nâ	äänen		korâsmittee	vahvistin				
jie'Nâloho  -loVo     	äänimäärä  	jie'Nâ	ääni		loho	määrä	-loVo			
jie'Nâmerkkâ  -meerhâ     	äänimerkki  	jie'Nâ	ääni		merkkâ	merkki	-meerhâ			
jie'Nânanodeijee       	äänenvahvistin  	jie'Nâ	äänen		nanodeijee	vahvistin				
jie'NâpááRu  -pááru     	ääniaalto  	jie'Nâ	ääni		pááRu	aalto	-pááru			
jie'Nâpoovsâ  -poksâm     	äänihuuli  	jie'Nâ	ääni		poovsâ	huuli	-poksâm			
jie'Nâpäddi  -päädi     	äänite  	jie'Nâ	äänite		päddi		-päädi			
jie'Nâpäddi  -päädi     	ääninauha  	jie'Nâ	ääni		päddi	nauha	-päädi			
jie'NâsaaNjâ  -saanjâ     	äänenmurros  	jie'Nâ	äänen		saaNjâ	murros	-saanjâ			
-jie'Nâsâš  -jieNâsii     	-ääninen  	-jie'Nâsâš	-ääninen				-jieNâsii			
jie'Nâšiä'Đudeijee       	äänenvaimennin  	jie'Nâ	äänen		šiä'Đudeijee	vaimennin				
jie'nâstâs       	äänestys  	jie'nâstâs	äänestys							
jie'nâstemvuoi'gâdvuotâ  -vuoi'gâdvuođâ     	äänioikeus  	jie'nâstem	ääni		vuoi'gâdvuotâ	oikeus	-vuoi'gâdvuođâ			
jie'nâstiđ  jienâst     	äänestää  	jie'nâstiđ	äänestää				jienâst			
jie'Nâtiäd'du  -tiädu     	äänenpaino  	jie'Nâ	äänen		tiäd'du	paino	-tiädu			
jie'nâttem  # -s     	huonoääninen  	jie'nâttem	huono			ääninen	# -s			
jie'nâttem  # -s     	äänetön  	jie'nâttem	äänetön				# -s			
jie'nâttemesvuotâ  -vuođâ     	äänettömyys  	jie'nâttemes	äänettömyys		vuotâ		-vuođâ			
jie'nâttiđ  jienât     	äänittää  	jie'nâttiđ	äänittää				jienât			
jie'nâttuđ  jie'nâttuVá     	menettää äänensä  	jie'nâttuđ	menettää 			äänensä	jie'nâttuVá			
jie'nâttuđ  jie'nâttuVá     	vaieta  	jie'nâttuđ	vaieta				jie'nâttuVá			
jie'Nâvijđodâh  -vijđoduv     	ääniala  	jie'Nâ	ääni		vijđodâh	ala	-vijđoduv			
jie'Nâvuár'kká  -vuárhá     	äänite  	jie'Nâ	äänite		vuár'kká		-vuárhá			
jien'nii  # -s     	kovaääninen  	jien'nii	kova			ääninen	# -s			
jieŊâ  jieŋâ     	jää  	jieŊâ	jää				jieŋâ			
jie'Ŋâčuoš'kâ  -čuoškâ     	hankisääski  	jie'Ŋâ	hanki		čuoš'kâ	sääski	-čuoškâ			
jie'Ŋâdâh  jie'Ŋâduv     	jäätikkö  	jie'Ŋâdâh	jäätikkö				jie'Ŋâduv			
jie'Ŋâestim       	jäänesto  	jie'Ŋâ	jään		estim	esto				
jie'Ŋâhallâ  -haaLâ     	jäähalli  	jie'Ŋâ	jää		hallâ	halli	-haaLâ			
jie'Ŋâiäs'tu  -iästu     	jäänesto  	jie'Ŋâ	jään		iäs'tu	esto	-iästu			
jie'Ŋâkoolmâs  -kolmâs # -kolmâ     	jääkylmä  	jie'Ŋâ	jää		koolmâs	kylmä	-kolmâs # -kolmâ			
jie'Ŋâkuál'dee       	jäälautta  (ajelehtiva)	jie'Ŋâ	jää		kuál'dee	lautta			(ajelehtiva)	
jie'Ŋâkuob'žâ  -kuobžâ     	jääkarhu  Thalarctos maritimus	jie'Ŋâ	jää		kuob'žâ	karhu	-kuobžâ		Thalarctos maritimus	
jie'Ŋâlâs       	syvänne  	jie'Ŋâlâs	syvänne							
jie'Ŋâlâsân       	syvälle  	jie'Ŋâlâsân	syvälle							
jie'Ŋâlâsâst       	syvällä  (maassa t. vedessä)	jie'Ŋâlâsâst	syvällä						(maassa t. vedessä)	
jie'ŋâlmiđ  jieŋŋâlm     	syvetä  (esim. vedestä)	jie'ŋâlmiđ	syvetä				jieŋŋâlm		(esim. vedestä)	
jie'ŋâlmittiđ  jie'ŋâlmitám     	tehdä syvemmäksi  	jie'ŋâlmittiđ	tehdä 			syvemmäksi	jie'ŋâlmitám			
jie'ŋâlmittiđ  jie'ŋâlmitám     	syventää  	jie'ŋâlmittiđ	syventää				jie'ŋâlmitám			
jie'ŋâlmittiđ  jie'ŋâlmitám     	ruopata  	jie'ŋâlmittiđ	ruopata				jie'ŋâlmitám			
jie'Ŋâmieđâš  -miettâš ~ -mieđii     	jääleinikki  Ranungulus glacialis	jie'Ŋâ	jää		mieđâš	leinikki	-miettâš ~ -mieđii		Ranungulus glacialis	
jie'Ŋâmuál'lu  -muáLu     	jäähile  	jie'Ŋâ	jää		muál'lu	hile	-muáLu			
jie'ŊâmuáLu  -muálu     	jäähile  	jie'Ŋâ	jää		muáLu	hile	-muálu			
jie'Ŋâmuár'ree       	jäänmurtaja  	jie'Ŋâ	jään		muár'ree	murtaja				
jie'Ŋânááváár       	jääkaira  	jie'Ŋâ	jää		nááváár	kaira				
jie'Ŋânyet'ti  -nyeti     	jäänuotta  	jie'Ŋâ	jää		nyet'ti	nuotta	-nyeti			
jie'ŊâpaJe  -paje     	jääkausi  	jie'Ŋâ	jää		paJe	kausi	-paje			
jie'Ŋâpállu  -pááLu     	jääpallo  	jie'Ŋâ	jää		pállu	pallo	-pááLu			
jie'Ŋâpálluspellee       	jääpalloilija  	jie'Ŋâ	jää		pálluspellee	palloilija				
jie'Ŋâpoorá       	jääkaira  	jie'Ŋâ	jää		poorá	kaira				
jie'ŊâpuáĐu  -puáđu     	jääpato  	jie'Ŋâ	jää		puáĐu	pato	-puáđu			
jie'Ŋâpuureeh       	jääpuikko  	jie'Ŋâ	jää		puureeh	puikko				
jie'Ŋâpäldee       	jääteli  	jie'Ŋâ	jää		päldee	teli				
jie'Ŋâpäldee       	jäälautta  	jie'Ŋâ	jää		päldee	lautta				
jie'ŊârääSi~-rääsi  -rääsi     	jääkukka  	jie'Ŋâ	jää		rääSi~-rääsi	kukka	-rääsi			
jieŋâs  jieŋ'ŋâs     	jäätie  	jieŋâs	jää			tie	jieŋ'ŋâs			
jie'Ŋâskiär'ru  - skiäRu     	jääkiekko  	jie'Ŋâ	jää		skiär'ru	kiekko	- skiäRu			
jie'Ŋâskiär'rupuár'tti       	jääkiekkokaukalo  	jie'Ŋâ	jää		skiär'rupuár'tti	kiekkokaukalo				
jie'Ŋâskäppi  -skääpi     	jääkaappi  	jie'Ŋâ	jää		skäppi	kaappi	-skääpi			
jie'Ŋâspäldee       	jääteli  	jie'Ŋâ	jää		späldee	teli				
jie'Ŋâspäldee       	jäälautta  	jie'Ŋâ	jää		späldee	lautta				
jie'Ŋâsyei'ni  -syeini     	jääheinä  (jään päällä kasvava heinä)	jie'Ŋâ	jää		syei'ni	heinä	-syeini		(jään päällä kasvava heinä)	
jie'Ŋâtánssám       	jäätanssi  	jie'Ŋâ	jää		tánssám	tanssi				
jie'ŊâtiLe  -tile     	jääolot  	jie'Ŋâ	jää		tiLe	olot	-tile			
jie'ŊâvääRi  -vääri     	jäävuori  	jie'Ŋâ	jää		vääRi	vuori	-vääri			
jie'Ŋâäigi  -ääigi     	jääkausi  	jie'Ŋâ	jää		äigi	kausi	-ääigi			
jieŋŋâl  # -is ~ -âs ~ jie'ŋâlis     	syvä  	jieŋŋâl	syvä				# -is ~ -âs ~ jie'ŋâlis			
jieŋŋâlvuotâ  jieŋŋâlvuođâ     	syvyys  	jieŋŋâlvuotâ	syvyys				jieŋŋâlvuođâ			
jiereeh       	punaherukka  Ribes rubrum	jiereeh	puna			herukka			Ribes rubrum	
jiereeh       	herukka  Ribes rubrum	jiereeh	herukka						Ribes rubrum	
jiereeh       	punaviinimarja  Ribes rubrum	jiereeh	puna			viinimarja			Ribes rubrum	
jiereeh       	viinimarja  	jiereeh	viini			marja				
jiereehšadoh       	herukkakasvit  Grossulariaceae	jiereeh	herukka		šadoh	kasvit			Grossulariaceae	
jie'restuđ  jie'restuvá     	hermostua  	jie'restuđ	hermostua				jie'restuvá			
jie'restuđ  jie'restuvá     	hätääntyä  	jie'restuđ	hätääntyä				jie'restuvá			
jier'mi  jiermi     	järki  	jier'mi	järki				jiermi			
jie'rmittem  # jie'rmittes     	järjetön  	jie'rmittem	järjetön				# jie'rmittes			
jie'rmittemeht       	järjettömästi  	jie'rmittemeht	järjettömästi							
jie'rmittesvuotâ  -vuođâ     	järjettömyys  	jie'rmittesvuotâ	järjettömyys				-vuođâ			
jiermivuás'tásâš  -vuás'tásii     	järjenvastainen  	jiermi	järjen		vuás'tásâš	vastainen	-vuás'tásii			
jier'ssee       	kanahaukka  Accipiter gentilis	jier'ssee	kana			haukka			Accipiter gentilis	
jiervâs  jier'vâs     	ahkionkaari  (raitoahkion takimmaisin)	jiervâs	ahkion			kaari	jier'vâs		(raitoahkion takimmaisin)	
jieš       	itse  	jieš	itse							
jie'š       	itse  	jie'š	itse							
jie'sâ-       	hapan  	jie'sâ-	hapan							
jie'sâgiđ  jiessâg     	hapantua  (maidosta)	jie'sâgiđ	hapantua				jiessâg		(maidosta)	
jieša'lgâlâš  -a'lgâlii     	oma-aloitteinen  	jieš	oma-		a'lgâlâš	aloitteinen	-a'lgâlii			
jiešalnees       	itsestään  	jieš	itsestään		alnees					
jiešalnees       	sinänsä  	jieš	sinänsä		alnees					
jiešalnees       	itsestään  	jieš	itsestään		alnees					
jie'sâluđ  jie'sâluVá     	hapantua  (maidosta)	jie'sâluđ	hapantua				jie'sâluVá		(maidosta)	
jie'sâmiel'kki  -mielhi     	hapantunut maito  	jie'sâ	hapantunut 		miel'kki	maito	-mielhi			
jiešárvu  -áárvu     	itseisarvo  	jieš	itseis		árvu	arvo	-áárvu			
jiesâs  jiessâs     	hapan  (maidosta t. maitotuotteesta)	jiesâs	hapan				jiessâs		(maidosta t. maitotuotteesta)	
jiešha'ldâšem       	itsehallinto  	jieš	itse		ha'ldâšem	hallinto				
jiešhiä'vulâš  -hiä'vulii     	itsetuhoinen  	jieš	itse		hiä'vulâš	tuhoinen	-hiä'vulii			
jiešiäluid       	ominpäin  	jieš	omin		iäluid	päin				
jiešiäluid       	yhdessä  	jieš	yhdessä		iäluid					
jieškii-uv  -kiän-uv     	itsekukin  	jieš	itse		kii-uv	kukin	-kiän-uv			
jieškote-uv  -kiän-uv     	itsekukin  	jieš	itse		kote-uv	kukin	-kiän-uv			
jieškotteev       	itsekukin  	jieš	itse		kotteev	kukin				
jiešlágán       	omalaatuinen  	jieš	oma		lágán	laatuinen				
jiešluát'támuš       	itseluottamus  	jieš	itse		luát'támuš	luottamus				
jiešmeidlist       	itsestään  	jieš	itsestään		meidlist					
jiešmerideijee       	riippumaton  	jieš	riippumaton		merideijee					
jiešmeRidemvuoi'gâdvuotâ  -vuoi'gâdvuođâ     	itsemääräämisoikeus  	jieš	itse		meRidemvuoi'gâdvuotâ	määräämisoikeus	-vuoi'gâdvuođâ			
jies'mi  jiesmi     	joutsen  (alle yksivuotias, kunnes saa puhtaanvalkoisen höyhenpuvun)	jies'mi	joutsen				jiesmi		(alle yksivuotias, kunnes saa puhtaanvalkoisen höyhenpuvun)	
jies'mi  jiesmi     	laulujoutsen  (alle yksivuotias, kunnes saa puhtaanvalkoisen höyhenpuvun)	jies'mi	laulu			joutsen	jiesmi		(alle yksivuotias, kunnes saa puhtaanvalkoisen höyhenpuvun)	
jiešnommâ  -noomâ     	erisnimi  	jieš	eris		nommâ	nimi	-noomâ			
jiešnääLi  -nääli     	piirre  	jieš	piirre		nääLi		-nääli			
jiešoppâm       	itseoppinut  	jieš	itse		oppâm	oppinut				
jiešpalvâlem       	itsepalvelu  	jieš	itse		palvâlem	palvelu				
jiešpiä'iválâš  -piä'iválii     	kuriton  	jieš	kuriton		piä'iválâš		-piä'iválii			
jiešpiä'iválâš  -piä'iválii     	huonotapainen  	jieš	huono		piä'iválâš	tapainen	-piä'iválii			
jiešráđálâš  -ráđálii     	oma-aloitteinen  	jieš	oma-		ráđálâš	aloitteinen	-ráđálii			
jiešráđálâš  -ráđálii     	itsenäinen  	jieš	itsenäinen		ráđálâš		-ráđálii			
jiešräähis  -rákkás # -rähis     	itserakas  	jieš	itse		räähis	rakas	-rákkás # -rähis			
jiešsorme  -so'rme     	itsemurha  	jieš	itse		sorme	murha	-so'rme			
jiešsuo'Jâlem       	itsesuojelu  	jieš	itse		suo'Jâlem	suojelu				
jieštáRánem       	itsehillintä  	jieš	itse		táRánem	hillintä				
jieštiä'đulâš  -tiä'đulii     	itsetietoinen  	jieš	itse		tiä'đulâš	tietoinen	-tiä'đulii			
jieštobdo  -to'bdo     	itsetunto  	jieš	itse		tobdo	tunto	-to'bdo			
jiešvá'ldálâš  -vá'ldálii     	itsevaltainen  	jieš	itse		vá'ldálâš	valtainen	-vá'ldálii			
jiešvástádâs       	omavastuu  	jieš	oma		vástádâs	vastuu				
jiešvises  -vissás     	itsevarma  	jieš	itse		vises	varma	-vissás			
jiešvuo'đâlâš  -vuo'đâlii     	ominainen  	jieš	ominainen		vuo'đâlâš		-vuo'đâlii			
jiešvuo'đâlâš  -vuo'đâlii     	tyypillinen  	jieš	tyypillinen		vuo'đâlâš		-vuo'đâlii			
jiešvuotâ  -vuođâ     	ominaisuus  	jieš	ominaisuus		vuotâ		-vuođâ			
jiešvyehi  -vyevi     	piirre  	jieš	piirre		vyehi		-vyevi			
jiešväldi  -vääldi     	itsevalta  	jieš	itse		väldi	valta	-vääldi			
jie'tânâs       	jättiläinen  	jie'tânâs	jättiläinen							
jie'tânâskirno  -ki'rno     	hiidenkirnu  	jie'tânâs	hiiden		kirno	kirnu	-ki'rno			
jie'tânâsväzzim       	jättiläiskävely  	jie'tânâs	jättiläis		väzzim	kävely				
jiev'jâ  jievjâ     	naava  Usnea barbata	jiev'jâ	naava				jievjâ		Usnea barbata	
jiev'jâ  jievjâ     	luppo  Usnea barbata	jiev'jâ	luppo				jievjâ		Usnea barbata	
jiev'jâ  jievjâ     	valkko  (valkoinen eläin)	jiev'jâ	valkko				jievjâ		(valkoinen eläin)	
jiev'jâm  jiev'jâm     	luppo  Usnea barbata	jiev'jâm	luppo				jiev'jâm		Usnea barbata	
jiev'jâm  jiev'jâm     	naava  Usnea barbata	jiev'jâm	naava				jiev'jâm		Usnea barbata	
jiev'jâoppuu       	tunturipöllö  Nyctea scandiaca	jiev'jâ	tunturi		oppuu	pöllö			Nyctea scandiaca	
jievjâs  jiev'jâs     	valkoinen  (karvasta)	jievjâs	valkoinen				jiev'jâs		(karvasta)	
jiev'jâvuoptah       	harmaantuneet hiukset  	jiev'jâ	harmaantuneet 		vuoptah	hiukset				
jie'vžâdiđ  jievžâd     	matkia  	jie'vžâdiđ	matkia				jievžâd			
jis       	jos  	jis	jos							
jite       	niin  	jite	niin							
jiVe  jive     	jyvä  	jiVe	jyvä				jive			
jivečalme  -ča'lme     	jyvänen  	jive	jyvänen		čalme		-ča'lme			
jiVedem       	jyvitys  	jiVedem	jyvitys							
jivekorrâ  -koorâ     	lese  	jive	lese		korrâ		-koorâ			
jivestatti  -taati     	jyvästatti  Suillus granulatus	jives	jyväs		tatti	tatti	-taati		Suillus granulatus	
jiVestuá'Rudâh  -stuá'Ruduv     	raekoko  	jiVe	rae		stuá'Rudâh	koko	-stuá'Ruduv			
jiveuái'vi  -uáivi     	tähkä  	jive	tähkä		uái'vi		-uáivi			
jiveuái'vi  -uáivi     	tähkäpää  	jive	tähkä		uái'vi	pää	-uáivi			
jivvim       	jyvitys  	jivvim	jyvitys							
jiä'gástuh  jiä'gástuv     	jänkä  (pieni)	jiä'gástuh	jänkä				jiä'gástuv		(pieni)	
jiä'gástuh  jiä'gástuv     	suo  (pieni)	jiä'gástuh	suo				jiä'gástuv		(pieni)	
jiäg'gáá  # -s     	jänkäinen  	jiäg'gáá	jänkäinen				# -s			
jiäg'gáá  # -s     	soinen  	jiäg'gáá	soinen				# -s			
jiäggáš~jiäggâš  jiäg'gáá     	jänkä  (pieni)	jiäggáš~jiäggâš	jänkä				jiäg'gáá		(pieni)	
jiäggáš~jiäggâš  jiäg'gáá     	suo  (pieni)	jiäggáš~jiäggâš	suo				jiäg'gáá		(pieni)	
jiä'háttâllâđ  jiä'háttâlâm     	totella  	jiä'háttâllâđ	totella				jiä'háttâlâm			
jiä'háttellee       	kuuliainen  	jiä'háttellee	kuuliainen							
jiä'háttellee       	tottelevainen  	jiä'háttellee	tottelevainen							
jiäk'snähki  -näähki     	hylkeennahka  	jiäk's	hylkeen		nähki	nahka	-näähki			
jiä'nádiđ  jiännád     	äännähtää  	jiä'nádiđ	äännähtää				jiännád			
jiä'náttâllâđ  jiä'náttâlâm     	äännellä  	jiä'náttâllâđ	äännellä				jiä'náttâlâm			
jiä'Nusân       	ääneen  	jiä'Nusân	ääneen							
jiäŋŋuđ  jiäŋum jiäŊu     	jäätyä  	jiäŋŋuđ	jäätyä				jiäŋum jiäŊu			
jiäŋŋum       	jäätyminen  	jiäŋŋum	jäätyminen							
jiäŋŋumčuá'gástuh  -čuá'gástuv     	jäätymispiste  	jiäŋŋum	jäätymis		čuá'gástuh	piste	-čuá'gástuv			
jiäŋŋumčyegis  -čuág'gá     	jäätymispiste  	jiäŋŋum	jäätymis		čyegis	piste	-čuág'gá			
jiäŋŋummuddo  -mudo     	jäätymispiste  	jiäŋŋum	jäätymis		muddo	piste	-mudo			
jiä'ŋudiđ  jiäŋŋud     	jäädyttää  	jiä'ŋudiđ	jäädyttää				jiäŋŋud			
jiä'ráskittee       	jännittävä  	jiä'ráskittee	jännittävä							
jiä'ráskittem       	jännittäminen  (erit. ihmisestä)	jiä'ráskittem	jännittäminen						(erit. ihmisestä)	
jiä'rástuđ  jiä'rástuum     	jännittää  (erit. ihmisestä)	jiä'rástuđ	jännittää				jiä'rástuum		(erit. ihmisestä)	
jiä'rástuđ  jiä'rástuVá     	jännittyä  (erit. ihmisestä)	jiä'rástuđ	jännittyä				jiä'rástuVá		(erit. ihmisestä)	
jiä'rástum       	jännittynyt  (erit. ihmisestä)	jiä'rástum	jännittynyt						(erit. ihmisestä)	
jiär'dukulmásâš  -kulmásii     	suorakulmainen  (matem.)	jiär'du	suora		kulmásâš	kulmainen	-kulmásii		(matem.)	
jiär'dukulme  -ku'lme     	suorakulma  (matem.)	jiär'du	suora		kulme	kulma	-ku'lme		(matem.)	
jiär'máá  # -s     	viisas  	jiär'máá	viisas				# -s			
jiär'máá  # -s     	järjellinen  	jiär'máá	järjellinen				# -s			
jiär'máá  # -s     	järkevä  	jiär'máá	järkevä				# -s			
jiä'rmáht       	järkevästi  	jiä'rmáht	järkevästi							
jiär'málâš  jiä'rmálii     	järjellinen  	jiär'málâš	järjellinen				jiä'rmálii			
jiär'málâš  jiä'rmálii     	järkevä  	jiär'málâš	järkevä				jiä'rmálii			
jiä'rmásmittiđ  jiä'rmásmitám     	järkeistää  	jiä'rmásmittiđ	järkeistää				jiä'rmásmitám			
jiär'nâm       	jäkälikkö  (räkkäporon tallaama)	jiär'nâm	jäkälikkö						(räkkäporon tallaama)	
jiär'nâm       	maa  (räkkäporon tallaama)	jiär'nâm	maa						(räkkäporon tallaama)	
jiä'válmiđ  jiävválm     	tulla vedenpitäväksi  	jiä'válmiđ	tulla 			vedenpitäväksi	jiävválm			
jiä'válmittiđ  jiä'válmitám     	tehdä vedenpitäväksi  	jiä'válmittiđ	tehdä 			vedenpitäväksi	jiä'válmitám			
jiä'válmittiđ  jiä'válmitám     	tiivistää vedenpitäväksi  	jiä'válmittiđ	tiivistää 			vedenpitäväksi	jiä'válmitám			
